title,author,unit,degree,year,abstract,keywords,directions_str,source_keyword,source_url,source_site
危险化学品道路运输事故分析及选线研究,朱婷,上海交通大学,硕士,2015,...，不乏造成巨大经济和社会损失的重大事故。为了降低危险化学品道路运输风险，确保运输安全，同时为政府监管部门及危险化学品运输企业提供相应管理决策支持，本文对危险化学品道路运输事故及运输选线进行了相关研究...,危险化学品；运输企业；风险控制；事故分析；选线管理,运输监管 / 运输风险评估 / 事故分析,危险化学品安全监管,,
A公司危险化学品仓储安全性评价与风险防范对策研究,李晓雨,南京财经大学,硕士,2016,...。2015年轰动全国的812天津爆炸事故再次引起社会关注，给监管部门和责任主体敲响了警钟。 安全生产管理是企业管理的重要组成部分，关系着企业的生存和发展。危险化学品仓库是易燃易爆等化学物品的集中储存场所，建设初期就需要考虑选址...,化工企业；危险化学品；仓储安全性；风险防范；作业流程,储存安全,危险化学品安全监管,,
Z市危险化学品安全生产监管存在问题及对策研究,付净萍,四川大学,硕士,2024,...,,其他,危险化学品安全监管,,
中国危险化学品事故统计分析与对策研究,杨洪敏,辽宁师范大学,硕士,2012,...，探讨危险化学品事故的未来趋势，为危险化学品事故的应急管理提供科学依据。首先，本文基于国家安全生产监督管理总局和中国化工安全网这2个网站的数据......、伤亡人数多等特点。监督管理部门职能交叉监管不利、企业无证经营等现象是引起危险化学品事故频繁发生的根本原因...,危险化学品；统计分析；聚类分析；指数平滑法,其他,危险化学品安全监管,,
临沂市危险化学品安全生产管理现状及对策研究,李爱玲,山东大学,硕士,2012,...，从多个方面和环节采取一系列措施加强安全生产管理，初步形成综合监管和行业监管结合、国家监察与地方监察结合、政府监督和其他监督结合的安全管理格局1。危险化学品是安全生产管理的一个重要和重点组成部分...,危险化学品；安全生产；管理体系；应急体系,企业安全管理,危险化学品安全监管,,
农业化学实验室智能安全管理系统的研究,张悦云,湖南农业大学,硕士,2021,"...、助燃等性质的危险化学药品,对人体、设施、环境均存在一定的安全隐患。近年来实验室危化品引发的安全事故频发......,可有效对实验室各类安全要素进行监管和预警,对推进实验室安全管理数字化...",实验室安全；危险化学品；人脸识别技术；物联网；多传感器数据融合,智能化监管,危险化学品安全监管,,
J区危险化学品安全生产监管存在的问题及对策研究,奚栋梁,扬州大学,硕士,2018,"...,是构建和谐社会的重要基础。如今,危险化学品使用范围涉及到人们生产生活的各个方面,接二连三发生的生产安全事故,一次次的给我们敲响了警钟。本文从责任主体、监管效能、社会制约机制三个方面总结了...",,其他,危险化学品安全监管,,
基于FRAM的危险化学品道路运输系统恢复力提升研究,张杨薇,中国地质大学(北京),硕士,2018,"危险化学品道路运输的安全是我国重点关注的问题之一......,对这些功能的变化和变化耦合情况进行分析,并提出相应的屏障和监管的建议措施,对危险化学品道路运输系统的运行管理过程提出了改进意见...",恢复力；危险化学品道路运输；安全管理；功能共振分析方法,运输监管,危险化学品安全监管,,
危险化学品危害风险信息多向交叉沟通机制研究,李慧茹,北京理工大学,硕士,2018,"针对当前危险化学品事故频发与公众安全防护安全常识没有随之增加的现实挑战......,结合危化品法律法规和危化品管控实际案例,以及危化品监管现状,构建出危化品风险信息多向交叉沟通机制...",危险化学品；风险沟通；正式沟通；非正式沟通；信息多向交叉,其他,危险化学品安全监管,,
我国危险品航空运输监管机制研究,孙本芳,上海交通大学,硕士,2008,,危险品航空运输；监管；机制,运输监管 / 安全监管体系,危险化学品安全监管,,
协同治理视角下广州海珠区安全生产监管优化研究,龚文涛,华南理工大学,硕士,2022,,,其他,危险化学品安全监管,,
危险化学品生产安全事故应急管理问题研究——以杭州湾上虞工业园区为例,吴述兰,新疆农业大学,硕士,2016,,,应急处置,危险化学品安全监管,,
基于时空数据的非法化学品工厂地理位置检测,朱政,电子科技大学,硕士,2022,,,其他,危险化学品安全监管,,
大型城市的小包装危险化学品的经营方案,黄静哲,上海财经大学,硕士,2007,"...、经营和使用如何确保安全的问题。 目前,对于危险化学品的危害、对于危险化学品如何管制研究成果很多,形成大多数的解决方案是通过制订法律法规、加强监管、增加技术手段或者是围绕危险化学品本身入手...",大型城市；小包装危险化学品；危险化学品管制；分销模式；经营方案,其他,危险化学品安全监管,,
危险化学品物流配送优化技术研究,易玉枚,东北大学,硕士,2009,"...。基于配送过程风险分析的选址-选线优化研究可降低危险化学品道路运输事故率和沿线人员伤亡风险,为政府监管部门和危险化学品生产经营单位的运输安全规划提供决策技术支持。再一方面...",危险化学品；配送中心；选址-选线；优化；算法,运输路径优化,危险化学品安全监管,,
安全监管对化工行业生产率的影响分析,戴欣,浙江财经大学,硕士,2020,,化工行业；安全监管；化工行业生产率；U型；监管体系,安全监管体系,危险化学品安全监管,,
危险化学品行政许可制度的比较与实践,王鹏,天津工业大学,硕士,2011,,,其他,危险化学品安全监管,,
危险化学品泄漏应急堵漏子系统的设计与实现,秦童,北京邮电大学,硕士,2007,,,其他,危险化学品安全监管,,
重庆市危险化学品企业环境风险分级管理研究,石运刚,重庆大学,硕士,2016,,,其他,危险化学品安全监管,,
佛山市危险化学品安全管理存在问题及其对策研究,朱锦泉,华南师范大学,硕士,2008,,,其他,危险化学品安全监管,,
国家安全生产信息系统危险化学品监管子系统的设计与实现,隗光远,北京邮电大学,硕士,2008,,,其他,危险化学品安全监管,,
基于Agent的危险化学品安全生产信息采集系统研究,刘婕,昆明理工大学,硕士,2010,,,其他,危险化学品安全监管,,
海上危险货物运输海事监管研究,洪辉,大连海事大学,硕士,2014,,,其他,危险化学品安全监管,,
开发区工业园危险化学品应急管理能力调研分析,张润婕,首都经济贸易大学,硕士,2014,,,应急处置,危险化学品安全监管,,
海关危化品信息化监管问题及对策研究,管晓倩,上海海关学院,硕士,2023,,,安全监管体系 / 智能化监管,危险化学品安全监管,,
长江干线危险品运输安全保障体系研究,王涛,武汉理工大学,硕士,2009,,,其他,危险化学品安全监管,,
基于电子标签的危险化学品气瓶安全管理系统研究与开发,康健,上海交通大学,硕士,2006,,,其他,危险化学品安全监管,,
基于风险公平性的危险品道路运输车辆调度问题研究,刘洪义,西南交通大学,硕士,2019,,,运输监管 / 运输风险评估,危险化学品安全监管,,
上海港散装液态危险化学品水环境风险评估研究,武娟,复旦大学,硕士,2012,"...,构成了巨大的安全和污染风险。一旦发生重大水上交通事故,极可能造成船载危险化学品货物泄漏,对青草沙......,筛选出需要重点监管的散装液态危险化学品名单供政府部门监管参考。具体结论如下...",散装液态危险化学品；风险评估；指标体系,风险评价方法,危险化学品安全监管,,
吉林石化公司危险品仓储管理研究,杜娟,吉林财经大学,硕士,2017,"...;危险品仓储信息化与标准化监管能力较差,缺乏有效的危险品管理信息共享机制,各个库房内危险化学品的名称、数量......,实现实时库存管理,实现实时监控,提升仓库安全;通过引进人才,加强员工培训,建立激励性考核机制...",仓储管理；危险品化学；质量管理；安全管理；信息技术,储存安全,危险化学品安全监管,,
淄博市危险化学品安全生产防控体系研究,魏巍,山东大学,硕士,2017,"...,天津港发生了举世震惊的危险品特大火灾爆炸事故......。危化品的性质决定了在生产过程中潜在的风险和不安全因素高于其他化学品生产,本文以淄博市危化品安全生产防控体系为典型案例进行研究分析......,提出应采取的安全监管措施,最大限度的消除危险和降低事故的严重程度......",淄博市；危化品安全生产防控体系；现状；对策与建议,其他,危险化学品安全监管,,
长江散装液体危险货物运输监管对策研究,徐珑,大连海事大学,硕士,2017,,长江；散装液体危险货物；运输监管；综合执法,运输监管 / 安全监管体系,危险化学品安全监管,,
东营市河口区安全生产监管问题及对策研究,张晓蝉,山东师范大学,硕士,2019,,,安全监管体系,危险化学品安全监管,,
成都市危险化学品重大危险源监督管理系统设计与实现,张志高,电子科技大学,硕士,2013,,,其他,危险化学品安全监管,,
化学工业园区安全生产监管现状及对策研究,周耀,华南理工大学,硕士,2009,,,安全监管体系 / 园区安全管理,危险化学品安全监管,,
基于3s技术的危险品集装箱物流监管中心的研究与开发,程青青,上海交通大学,硕士,2009,,,其他,危险化学品安全监管,,
液货危险品船舶靠离泊安全性评价,吴立丽,大连海事大学,硕士,2012,,,其他,危险化学品安全监管,,
适于政府监管的重大危险源分级方法研究,赵璟玲,中国地质大学(北京),硕士,2015,,,其他,危险化学品安全监管,,
日照港船载危险化学品安全管理对策研究,王强,大连海事大学,硕士,2014,,,其他,危险化学品安全监管,,
宁波市危险化学品空间分布及泄漏灾害模拟地理信息系统研究,朱云飞,宁波大学,硕士,2011,,,其他,危险化学品安全监管,,
江苏省危险化学品道路运输动态监控现状分析与对策研究,李鹏飞,江苏大学,硕士,2007,,,运输监管,危险化学品安全监管,,
危险化学品有机溶剂废液的综合回收利用研究,许琨,华东理工大学,硕士,2016,,,其他,危险化学品安全监管,,
面向重大危险源的人员定位监控系统关键技术研究与应用,彭圣仆,杭州电子科技大学,硕士,2023,,,其他,危险化学品安全监管,,
基于数据挖掘的危险货物道路运输事故机理研究,魏珊珊,长安大学,硕士,2021,"...,我国已成为全球最大的化学品生产国,伴随而生的化工物流也随着生产销售等领域的蓬勃发展而迅速增加......、交通运输部门和公安交通管理部门制定科学、有效的监管方法、事故预防措施和救援方案提供理论基础......、财产损坏和环境破坏,提高危险货物道路运输安全性有一定的帮助作用......",危险货物；道路运输事故；数据挖掘；事故严重程度分析；事故严重程度预测,运输监管,危险化学品安全监管,,
危险品运输监管及应急平台的分析与设计,董智勇,大连理工大学数学科学学院,硕士,2012,"...,危险品在众多领域也随之广泛的被应用。危险化学品制作、加工、经营......,并且威胁到人民的人身安全,导致了不必要的财产损失......。因此本文分析并设计了危险品运输监管及应急平台。本文首先对安监局在危险品运输监控领域以及事故应急的基本职能上进行了解......",,运输监管,危险化学品安全监管,,
基于可变模糊集理论的危险化学品重大危险源风险评价的研究,刘岩,大连交通大学,硕士,2010,"...(GB18218—2009)从重大危险源固有危险方面考虑,而随着经济、技术的发展,物质的种类和储存数量也越来越多,为了配合安全监督管理部门及企业更有效的监管危险化学品重大危险源,区别不同危险化学品重大危险源的危险度差异性...",二元比较分析；可变模糊识别模型；重大危险源风险评价；指标体系,风险评价方法,危险化学品安全监管,,
危险品道路运输的安全问题及对策研究：以NJHX运输公司为例,王洪萍,南京农业大学经济管理学院,硕士,2011,...、毒害、腐蚀、放射性等特殊的物理、化学性质。在道路运输过程中危险性强、危害性大......“事故树分析”方法并选择“危险品货物运输安全监管问题”作为事故树的顶上事件...,危险品；道路运输；安全评估；事故树分析,运输监管,危险化学品安全监管,,
基于窄带物联网的移动式压力容器信息监管技术研究,孟春节,武汉工程大学,硕士,2023,"...移动式压力容器主要充装危险货物或者危险化学品,按照特种设备进行市场监管。现行的移动式压力容器信息监管系统以介质充装......,本文探讨了具备远程实时运行监控功能的移动式压力容器信息监管系统,以推动安全风险管控手段向数字化、网络化、智能化升级...",移动式压力容器；信息监管；运行监控；窄带物联网；云平台,智能化监管,危险化学品安全监管,,
有机反应安全风险研究及安全工艺开发,王晓飞,中国科学院大学,硕士,2022,...化工产品是生活的必需品，化学工业的发展给人们带来了便捷的生活......。但一次次的化工安全事故让许多人对化工产生了错误的认知，认为化工是非常危险的产业。而国家也希望化工行业可以更加安全的发展......，结合国家安全监管总局在2017年下发的《国家安全监管总局关于加强精细化工反应安全风险评估工作的指导意见......,有机反应；风险评估；安全工艺,风险评价方法,危险化学品安全监管,,
TJ石化仓储企业安全管理提升研究,张桐赫,天津工业大学,硕士,2025,"石化仓储安全管理是保障石化行业稳定发展的关键环节......、应急响应能力不足、危险化学品库房不合规等。为了解决这些问题......;强调完善安全管理制度,加强监管和执行力度;倡导引入先进的技术手段......",石化仓储企业；安全管理；提升策略；应急管理,储存安全 / 应急处置,危险化学品安全监管,,
基于博弈理论的危化品安全生产监管中的主体行为分析,张天星,北京化工大学,硕士,2019,,危险化学品；安全投入；安全监管；序贯博弈；演化博弈,安全监管体系,危险化学品安全监管,,
危险品车辆实时风险预警研究及移动端软件设计,孙润,中国地质大学(北京),硕士,2020,,,其他,危险化学品安全监管,,
基于GPS/GPRS/GIS的危险品车辆在途监控预警技术研究,张令勇,山东理工大学,硕士,2010,,,智能化监管,危险化学品安全监管,,
城市道路危险品运输限速与超速报警技术研究,陈万吉,吉林大学交通学院,硕士,2008,,,其他,危险化学品安全监管,,
甘肃出口危险货物包装检验监管现状及对策研究,刘杰,兰州交通大学,硕士,2016,,,安全监管体系,危险化学品安全监管,,
道路危险货物运输安全管理研究,刘晓宾,长安大学,硕士,2006,,,运输监管,危险化学品安全监管,,
江苏省淮安市港口安全监管现状及对策研究,李杰,燕山大学,硕士,2017,,,安全监管体系,危险化学品安全监管,,
奉贤区中小危化企业安全生产监管研究,朱勇全,华东政法大学,硕士,2017,,,其他,危险化学品安全监管,,
东莞市港口危化品安全监管机制研究,王子兴,广西师范大学,硕士,2016,"...、储存的重点区域,也是华南地区危险化学品的主要集散中心,更是危化品道路运输的起点,往来船舶和车辆交通密度大、路况复杂、人员众多。因此,如何强化东莞市港口危化品的安全监管,提高行政主管部门、安全监管职能部门和港口危化品经营储运企业的安全监管和应急救援水平...",港口危化品；安全监管机制；东莞,安全监管体系,危险化学品安全监管,,
危险品运输网络的可靠性博弈分析及减灾系统研究,陈钢铁,西南交通大学,博士,2013,"...、毒害等特殊物理和化学特性,一旦承运这些货物的车辆在运输过程中发生泄漏......,如何确保道路危险品运输安全,降低事故风险...... 研究危险品运输过程中,政府相关的监管部门与危险品运输企业博弈问题......",危险品；运输路网；可靠性；减灾系统；博弈,其他,危险化学品安全监管,,
制药行业危险工艺氟化反应的安全评价,张俪昽,天津工业大学,硕士,2013,...。国家安监总局对危险化学品生产及使用企业十分重视，为了方便对各企业的监管，区分不同企业的危险程度...... 为了保证医药生产企业的安全生产，安全评价是目前最有效，也是运用最普遍的方法。安全评价可以对企业潜在的危险...,制药行业；氟化反应；危险工艺；安全评价；技术改进,风险评价方法,危险化学品安全监管,,
基于物联网的重大危险源监管及应急救援信息系统研究,郑宇,江西理工大学,硕士,2014,...，尤其缺少适用于地方危险化学品重大危险源在线监管和应急救援监测方面的软件系统。本文针对江西省安全生产监督管理局对危险化学品重大危险源的日常监管需求和应急救援指挥需求...,物联网；重大危险源；实时监管；应急救援；系统,应急处置 / 智能化监管,危险化学品安全监管,,
大连湾危险化学品输运过程精细化模拟研究,陈超,上海海洋大学,硕士,2016,"随着我国经济的快速发展,危险化学品的产量和用量迅速增加,种类不断更新......,便于加强政府监管部门的监督,可以对同类型企业进行统一的安全防护指导,避免事故发生...",,其他,危险化学品安全监管,,
制药行业危险工艺氯磺酸磺化反应的安全评价,丁旭东,天津工业大学,硕士,2012,... 本论文采用定性及定量的安全评价方法重点针对藻酸双酯钠生产及储存过程中的火灾爆炸事故进行了安全评价，确定了企业“两重点一重大”的安全现状，包括:藻酸双酯钠生产过程应重点监管的危险化学品有甲醇、环氧丙烷和氯磺酸;应重点监管的危险工艺为氯磺酸磺化工艺...,危险工艺；安全评价；危险辨识；制药行业；氯磺酸；磺化反应,风险评价方法,危险化学品安全监管,,
港口危化品物流风险评估及监管策略研究,周欢,大连海事大学,博士,2020,"...,同时暴露出港口危化品物流中存在较大安全隐患和严重的监管问题,亟需开展有效的风险监督和管理。危险化学品,简称危化品,是一类特殊化学品,具有腐蚀、放射性和易爆...",港口危化品物流；风险评估；WRT模型；演化博弈；监管策略,风险评价方法,危险化学品安全监管,,
员工风险感知对其生产不安全行为的影响及监管启示——嘉兴市为例,吴梦婷,上海交通大学,硕士,2018,"...,因此亟需研究不同因素对员工工作中的不安全行为的影响,从而在此基础上提出政府相应的监管策略,进一步减少安全生产事故的发生。在各类企业中,危险化学品生产企业由于易燃、易爆...",风险感知；不安全行为；影响因素；监管启示,人员安全行为,危险化学品安全监管,,
临沂市安全生产工作对策研究——基于政府监管的视角,滕飞,南京航空航天大学,硕士,2018,"...。作者在临沂市县两级安全监管部门工作7年多时间,从事过应急救援、危险化学品监管、行政许可、行政执法等具体工作,对两级安全监管部门的工作机制基本熟悉...",临沂市；安全；生产工；对策研究；政府监管,其他,危险化学品安全监管,,
连云港市灌云县安全生产监管面临的问题与对策研究,殷成坤,燕山大学,硕士,2017,"...。近年来,通过不断重视安全生产工作,安全生产逐渐趋向良好发展,但总体态势仍然不容乐观。连云港市灌云县作为江苏省危险化学品重点县,县内化工企业数量众多,监管任务艰巨,面临着较多监管问题...",安全生产；监管；事故,其他,危险化学品安全监管,,
化工园区安全生产监管研究——以YHZ化工园区为例,陈鹏,南京理工大学,硕士,2017,"...,造成重大的人身伤亡和财产损失,公众提高对安全生产工作的关注度,特别是对储存有大量易燃易爆、高温高压危险化学品的化工集中区域的安全生产监管。如何更好的监管化工园区安全生产,避免发生有重大影响力的事故...",化工园区；安全生产；监管,园区安全管理,危险化学品安全监管,,
强化昆山市工业企业安全生产主体责任研究——基于政府监管视角,徐瑜浓,苏州大学,硕士,2017,"...、工业企业群规模的扩大以及危险化学品使用量的增加,促使安全生产事故发生风险的概率增加......。相比商贸企业,工业企业是安全生产监管的重中之重。然而大部分企业在市场的激烈竞争中...",昆山市；工业；企业安全生产；主体责任；政府监管,其他,危险化学品安全监管,,
基于电子标签的危化气瓶安全监管系统研究,张捷,复旦大学,硕士,2010,"我国危险化学品气瓶使用数量呈逐年上升趋势,由于气瓶在使用过程中存在着诸多人为操作失误以及有效监管等因素......。 政府对气瓶安全工作高度重视,随着各项危险品安全监管条例的颁布,传统的危化气瓶监管手段例如条码...",RFID；危化气瓶；安全监管；监管系统；RFID中间件,安全监管体系,危险化学品安全监管,,
危险化学品运输的半开放式路径优化研究,周仲鑫,河北工程大学,硕士,2021,,,运输路径优化,危险化学品运输,,
基于多传感器的危险化学品运输监控平台,李沛昂,武汉工程大学,硕士,2025,,,其他,危险化学品运输,,
基于贝叶斯网络的危险化学品运输安全风险评估研究,李雅静,首都经济贸易大学,硕士,2021,,,运输风险评估 / 风险评价方法,危险化学品运输,,
海上危险化学品运输系统韧性研究,马德浩,大连海事大学,硕士,2022,,,其他,危险化学品运输,,
危险化学品运输企业风险评估模型及应用研究,苏进,中国石油大学(华东),硕士,2021,,,运输风险评估 / 风险评价方法,危险化学品运输,,
基于智慧物流生态链的危险化学品运输线路优化研究,陈鹏,沈阳工业大学,硕士,2023,,,其他,危险化学品运输,,
危险化学品运输车辆聚集区域内的动态风险分析,赖昱颖,中国石油大学(北京),硕士,2021,,,运输风险评估,危险化学品运输,,
长江下游危险化学品运输风险及对策研究,石宁,北京化工大学,硕士,2019,,,运输风险评估,危险化学品运输,,
湖南省高速公路危险化学品运输安全管理研究,聂俊江,湖南大学,硕士,2017,,,运输监管,危险化学品运输,,
道路危险化学品运输风险评估模型及选线优化研究,任竞舟,湖南科技大学,硕士,2016,,,运输风险评估 / 风险评价方法,危险化学品运输,,
不确定条件下危险化学品运输路径优化研究,杜皎幔,北京化工大学,硕士,2016,,,运输路径优化,危险化学品运输,,
内河危险化学品运输服务链成本结构分析及优化,贾禹,重庆交通大学,硕士,2013,,,其他,危险化学品运输,,
危险化学品运输过程中安全管理监控系统设计与实现,吴孔峰,厦门大学软件学院,硕士,2012,,危险化学品运输；地理信息；车辆监控；安全管理；系统开发,其他,危险化学品运输,,
长江危险化学品运输的系统风险评估研究,张雷,大连海事大学,硕士,2016,,,运输风险评估 / 风险评价方法,危险化学品运输,,
北京市危险化学品运输引发突发事件的风险管理研究,张瑞鑫,北京交通大学,硕士,2009,,,运输风险评估,危险化学品运输,,
XF集团危险化学品运输管理优化研究,刘剑峰,三峡大学,硕士,2015,,,其他,危险化学品运输,,
危险化学品运输路径及选址问题研究,何洋,北京化工大学,硕士,2014,,,运输路径优化,危险化学品运输,,
内河危险化学品运输应急物资储备策略研究,李雪洁,重庆交通大学,硕士,2013,,,其他,危险化学品运输,,
危险化学品运输综合监测系统研究,吴志华,北京交通大学,硕士,2007,,,其他,危险化学品运输,,
危险化学品运输车辆涉水桥梁交通事故环境风险防治安全设施建设究,严志坚,武汉工程大学,硕士,2017,,,运输风险评估,危险化学品运输,,
重庆内河危险化学品运输企业的运输安全风险管理研究,何娜敏,重庆交通大学,硕士,2014,,,运输风险评估,危险化学品运输,,
物联网环境下危险化学品运输车辆调度问题研究,赵露,合肥工业大学,硕士,2014,,,智能化监管,危险化学品运输,,
危险化学品运输管理平台的设计与其中若干问题的研究,赵新欣,华东师范大学软件学院,硕士,2013,,,其他,危险化学品运输,,
考虑风险性约束的危险化学品运输路径优化研究,李孟波,合肥工业大学,硕士,2013,,,运输路径优化,危险化学品运输,,
黄浦江上游水源地危险化学品运输风险评价及环境管理研究,刘静,华东师范大学资源与环境科学学院环境科学系,硕士,2012,,,运输风险评估 / 风险评价方法,危险化学品运输,,
危险化学品道路运输事故动态风险评估与应急处置研究,王亚坤,北京石油化工学院,硕士,2021,,,运输监管 / 运输风险评估 / 应急处置 / 风险评价方法,危险化学品运输,,
危险化学品停车场责任风险分析及保险研究,郑壹哲,沈阳航空航天大学,硕士,2019,,危险化学品；运输车；停车场；风险评价；保险,运输风险评估 / 风险评价方法,危险化学品运输,,
危险化学品停车场安全防护设施设计研究,姚见,沈阳航空航天大学,硕士,2019,,,其他,危险化学品运输,,
基于GIS的危险化学品道路运输管理研究,韩小刚,华东理工大学,硕士,2014,,,运输监管,危险化学品运输,,
危险化学品道路运输风险评价及管理对策研究,田亚辉,首都经济贸易大学,硕士,2021,,,运输监管 / 运输风险评估 / 风险评价方法,危险化学品运输,,
危险化学品道路运输事故特征分析与推理模型研究,伍江乐,湖南科技大学,硕士,2023,,,运输监管,危险化学品运输,,
基于突变理论的海上散装化学品运输安全研究,刁亚琳,大连海事大学,硕士,2016,,,其他,危险化学品运输,,
多起点半开放式危险品运输路径优化,刘文佳,吉林大学,硕士,2023,,,运输路径优化,危险化学品运输,,
危险化学品事故信息命名实体识别方法研究,戴慧,中国矿业大学,硕士,2023,,,其他,危险化学品运输,,
交通流影响下的危险化学品道路运输动态风险研究,傅佳萍,首都经济贸易大学,硕士,2022,,,运输监管 / 运输风险评估,危险化学品运输,,
危险化学品道路运输突发泄漏入河环境风险评估技术及应用研究,陈思莉,华南理工大学,博士,2022,,,运输监管 / 运输风险评估 / 风险评价方法,危险化学品运输,,
危险化学品公路运输选线指标体系优化研究,王丽,北京化工大学,硕士,2008,,,运输监管,危险化学品运输,,
基于可信性理论危险化学品道路运输物流成本优化——以时间驱动作业成本法的视角,曹锐,石家庄铁道大学,硕士,2023,,,运输监管,危险化学品运输,,
危险化学品道路运输风险评估及动态预测,王影,首都经济贸易大学,硕士,2022,"...,随着我国经济及化工行业的快速发展,危险化学品(简称危化品)生产量及运输量不断增加,以道路运输危险化学品的运输方式占所有方式的70%以上。由于危化品本身具有的特殊性质...",危化品道路运输；贝叶斯网络；风险评估；动态预测；参数学习,运输监管 / 运输风险评估 / 风险评价方法,危险化学品运输,,
危险化学品可靠性选址运输问题研究,范杰,北京化工大学,博士,2020,,危险化学品；仓库故障；选址分配问题；选址路径问题；智能算法,运输路径优化,危险化学品运输,,
危险化学品道路运输风险传导路径与网络脆弱性研究,李泳暾,首都经济贸易大学,硕士,2021,,,运输监管 / 运输风险评估,危险化学品运输,,
危险化学品公路运输的风险分析与保险研究,袁龙海,沈阳航空航天大学,硕士,2019,,,运输监管 / 运输风险评估,危险化学品运输,,
考虑海上救助资源的化学品船海上运输路径规划研究,随东雪,大连海事大学,硕士,2023,,,运输路径优化,危险化学品运输,,
考虑环境敏感区暴露风险的危险品公路运输风险研究,刘文龙,昆明理工大学,硕士,2022,,,运输监管 / 运输风险评估,危险化学品运输,,
危险化学品重大危险源的风险管控与环境安全设计,王文浩,天津工业大学,硕士,2023,,,其他,危险化学品运输,,
危险化学品供应链安全风险研究——以航天A研究院为例,高维川,对外经济贸易大学,硕士,2022,,,其他,危险化学品运输,,
化工园区危险化学品储存风险研究,程婷婷,北京化工大学,硕士,2020,,,储存安全 / 园区安全管理,危险化学品运输,,
数据驱动的道路危险品车辆检测研究,周立建,西南交通大学,硕士,2023,,,其他,危险化学品运输,,
危险化学品内河运输泄漏事故模拟与风险评估技术研究,詹水芬,兰州交通大学,博士,2020,,,运输风险评估 / 事故分析 / 风险评价方法,危险化学品运输,,
基于分层检测算法的危险品运输车辆识别及预警,张浩东,吉林大学,硕士,2019,,,其他,危险化学品运输,,
危险化学品道路运输风险管理研究,席永鹏,沈阳航空航天大学,硕士,2015,,,运输监管 / 运输风险评估,危险化学品运输,,
危险品车辆监控平台的设计与实现,宫晨,山东大学,硕士,2020,,,其他,危险化学品运输,,
危险品的动态车辆路径研究,王青波,北京化工大学,硕士,2020,,,其他,危险化学品运输,,
ZS公司危险化学品储运业务安全隐患管理策略研究,原子鸣,吉林大学,硕士,2020,,,其他,危险化学品运输,,
海洋危险化学品对双壳贝类毒性效应与模拟泄漏实验研究,李禹含,中国海洋大学,硕士,2020,,,其他,危险化学品运输,,
危险化学品燃爆危险性综合评估与分级研究,尚文娟,南京工业大学,硕士,2016,,,其他,危险化学品运输,,
危险化学品公路运输事故情景构建与应急管理研究,曹鹏波,西安建筑科技大学,硕士,2018,,,运输监管 / 应急处置,危险化学品运输,,
LD公司危险品运输管理,季健,西北农林科技大学,硕士,2012,,,其他,危险化学品运输,,
铁路危险货物运输安全风险分析及对策,金哲宇,兰州交通大学,硕士,2022,,,运输风险评估,危险化学品运输,,
山东省危险化学品道路运输风险评价,温彩霞,大连海事大学,硕士,2008,,,运输监管 / 运输风险评估 / 风险评价方法,危险化学品运输,,
液态危险化学品道路运输选线研究,梁启超,北京交通大学,硕士,2010,,,运输监管,危险化学品运输,,
公路运输危险化学品事故后果模拟研究,孙尚新,中国地质大学（武汉）,硕士,2007,,,运输监管,危险化学品运输,,
辽宁省危险化学品道路运输安全评价研究,杜钢,大连海事大学,硕士,2011,,,运输监管 / 风险评价方法,危险化学品运输,,
我国危险化学品绿色运输方式评价,赵杰君,大连海事大学,硕士,2010,,,其他,危险化学品运输,,
某危险品运输车排气系统内流场及温度场研究与结构优化,符耀民,贵州大学,硕士,2019,,,其他,危险化学品运输,,
我国危险化学品事故的安全管理体系原因研究,周琳,中国矿业大学(北京),博士,2018,,,企业安全管理,危险化学品运输,,
危险品水路运输风险评价及控制措施研究,江俐颖,浙江海洋大学,硕士,2017,,,运输风险评估 / 风险评价方法,危险化学品运输,,
危险品道路运输实时在线监控系统设计与实现,谢尧尧,重庆大学,硕士,2017,,,运输监管,危险化学品运输,,
危险气体道路运输泄漏事故后果评估及应急处置研究,王凌睿,湖南科技大学,硕士,2022,,,运输监管 / 应急处置 / 事故分析,危险化学品运输,,
海上散装液体危险化学品装载中“人”因素可靠性研究,张瑞恒,大连海事大学,硕士,2019,,,其他,危险化学品运输,,
基于轨迹数据的区域危险货物道路运输应急救援站点布局研究,肖丹蕾,长安大学,硕士,2022,,,运输监管 / 应急处置,危险化学品运输,,
化工园区危险化学品储存风险管控模型研究,玄军伟,首都经济贸易大学,硕士,2017,"...,在众多化工企业的安全生产事故当中,危险化学品储存阶段的事故也是多发、频发。在2016年12月国务院办公厅印发的《危险化学品安全综合治理方案》和2017年3月交通运输部办公厅印发的《关于加强港口危险货物储罐安全管理的意见...",化工园区；危险化学品；储存；风险管控,储存安全 / 园区安全管理,危险化学品运输,,
危险化学品仓储系统风险评价方法研究,杨卓倩,西南交通大学,硕士,2017,"...随着我国经济的迅速发展,各行各业对危险化学品的需求也在与日俱增。由于具有易燃、易爆、毒性、强烈腐蚀性和放射性等特性,危险化学品在生产、储存、使用、经营、运输、处置等环节面临着巨大安全隐患...",危险化学品；仓储安全；风险评价；耦合协调度模型；灵敏度分析,储存安全 / 风险评价方法,危险化学品运输,,
泉州市危险货物道路运输管理政策执行研究,张俊逸,华侨大学,硕士,2020,,,运输监管,危险化学品运输,,
